Row ID,Order ID,Order Date,Ship Mode,Customer ID,Postal Code,Product ID,Category,Sub-Category,Sales
528,US-2016-138303,2016-03-09,Std Class,MG-18145,19134,OFF-ST-10004963,Office Supplies,Storage,36.336
529,US-2016-138303,2016-03-09,Std Class,MG-18145,19134,OFF-SU-10002881,Office Supplies,Supplies,666.248
530,US-2016-138303,2016-03-09,Std Class,MG-18145,19134,OFF-EN-10001335,Office Supplies,Envelopes,52.512
531,CA-2016-102848,2016-07-11,2nd Class,KB-16240,90036,FUR-CH-10000595,Furniture,Chairs,190.72
532,US-2018-129441,2018-07-09,Std Class,JC-15340,90032,FUR-FU-10000448,Furniture,Furnishings,47.94
533,CA-2017-168753,2017-05-29,2nd Class,RL-19615,36116,TEC-PH-10000984,Technology,Phones,979.95
534,CA-2017-168753,2017-05-29,2nd Class,RL-19615,36116,OFF-BI-10002557,Office Supplies,Binders,22.75
535,CA-2017-126613,2017-10-07,Std Class,AA-10375,85204,OFF-ST-10001325,Office Supplies,Storage,16.768
536,US-2018-122637,2018-03-09,2nd Class,EP-13915,60653,OFF-BI-10002429,Office Supplies,Binders,42.616
537,CA-2016-147851,2016-03-12,Std Class,MP-17470,10009,OFF-BI-10004528,Office Supplies,Binders,10.752
538,CA-2016-134894,2016-07-12,Std Class,DK-12985,42420,OFF-AP-10001271,Office Supplies,Appliances,152.94
539,CA-2016-134894,2016-07-12,Std Class,DK-12985,42420,FUR-CH-10002647,Furniture,Chairs,283.92
540,CA-2015-140795,2015-01-02,1st Class,BD-11500,54302,TEC-AC-10001432,Technology,Accessories,468.9
541,CA-2017-136924,2017-07-14,1st Class,ES-14080,85705,TEC-PH-10002262,Technology,Phones,380.864
542,US-2016-120161,2016-12-18,Std Class,LM-17065,45503,OFF-ST-10001809,Office Supplies,Storage,646.776
543,CA-2015-103849,2015-11-05,Std Class,PG-18895,76106,TEC-AC-10001465,Technology,Accessories,58.112
544,CA-2015-103849,2015-11-05,Std Class,PG-18895,76106,TEC-PH-10002597,Technology,Phones,100.792
545,CA-2015-103849,2015-11-05,Std Class,PG-18895,76106,FUR-FU-10000723,Furniture,Furnishings,66.112
546,CA-2018-162929,2018-11-19,1st Class,AS-10135,10035,OFF-BI-10000404,Office Supplies,Binders,41.28
547,CA-2018-162929,2018-11-19,1st Class,AS-10135,10035,OFF-PA-10002986,Office Supplies,Paper,13.36
548,CA-2016-113173,2016-11-15,2nd Class,DK-13225,60653,OFF-ST-10000604,Office Supplies,Storage,250.272
549,CA-2016-113173,2016-11-15,2nd Class,DK-13225,60653,OFF-BI-10004738,Office Supplies,Binders,11.364
550,CA-2016-113173,2016-11-15,2nd Class,DK-13225,60653,OFF-SU-10001935,Office Supplies,Supplies,8.72
551,CA-2017-136406,2017-04-15,2nd Class,BD-11320,94110,FUR-CH-10002024,Furniture,Chairs,1121.568
552,CA-2018-112774,2018-11-09,1st Class,RC-19960,32216,FUR-FU-10003039,Furniture,Furnishings,34.504
553,CA-2018-101945,2018-11-24,Std Class,GT-14710,77070,OFF-FA-10004248,Office Supplies,Fasteners,10.824
554,CA-2018-100650,2018-06-29,2nd Class,DK-13225,92804,OFF-ST-10001780,Office Supplies,Storage,1295.78
555,CA-2015-155852,2015-03-03,2nd Class,AJ-10945,28403,OFF-AR-10003560,Office Supplies,Art,19.456
556,CA-2017-113243,2017-10-06,Std Class,OT-18730,90045,OFF-LA-10001297,Office Supplies,Labels,20.7
557,CA-2017-113243,2017-10-06,Std Class,OT-18730,90045,FUR-TA-10004256,Furniture,Tables,1335.68
558,CA-2017-113243,2017-10-06,Std Class,OT-18730,90045,OFF-PA-10003441,Office Supplies,Paper,32.4
559,CA-2018-118731,2018-11-20,2nd Class,LP-17080,94110,FUR-FU-10003347,Furniture,Furnishings,42.6
560,CA-2018-118731,2018-11-20,2nd Class,LP-17080,94110,OFF-BI-10000069,Office Supplies,Binders,84.056
561,CA-2015-145576,2015-09-14,2nd Class,CA-12775,33614,OFF-AP-10003914,Office Supplies,Appliances,13.0
562,CA-2015-145576,2015-09-14,2nd Class,CA-12775,33614,FUR-FU-10004020,Furniture,Furnishings,13.128
563,CA-2016-130736,2016-07-12,1st Class,JF-15490,98105,OFF-FA-10003467,Office Supplies,Fasteners,3.96
564,CA-2016-130736,2016-07-12,1st Class,JF-15490,98105,OFF-LA-10000634,Office Supplies,Labels,2.61
565,CA-2018-137099,2018-07-12,1st Class,FP-14320,90008,TEC-PH-10002496,Technology,Phones,374.376
566,CA-2018-156951,2018-01-10,Std Class,EB-13840,98105,OFF-PA-10004530,Office Supplies,Paper,91.84
567,CA-2018-156951,2018-01-10,Std Class,EB-13840,98105,OFF-BI-10001107,Office Supplies,Binders,81.088
568,CA-2018-156951,2018-01-10,Std Class,EB-13840,98105,OFF-PA-10004451,Office Supplies,Paper,19.44
569,CA-2018-156951,2018-01-10,Std Class,EB-13840,98105,FUR-CH-10004997,Furniture,Chairs,451.152
570,CA-2018-164826,2018-12-28,Std Class,JF-15415,10024,OFF-LA-10001297,Office Supplies,Labels,72.45
571,CA-2018-164826,2018-12-28,Std Class,JF-15415,10024,OFF-FA-10000585,Office Supplies,Fasteners,13.96
572,CA-2018-164826,2018-12-28,Std Class,JF-15415,10024,OFF-BI-10001922,Office Supplies,Binders,33.264
573,CA-2018-164826,2018-12-28,Std Class,JF-15415,10024,TEC-PH-10000347,Technology,Phones,14.85
574,CA-2017-127250,2017-03-11,Std Class,SF-20200,98270,OFF-AR-10003394,Office Supplies,Art,8.82
575,CA-2016-149713,2016-09-18,2nd Class,TG-21640,90805,OFF-PA-10004530,Office Supplies,Paper,160.72
576,CA-2016-149713,2016-09-18,2nd Class,TG-21640,90805,OFF-PA-10001450,Office Supplies,Paper,19.92
577,CA-2016-149713,2016-09-18,2nd Class,TG-21640,90805,OFF-SU-10001574,Office Supplies,Supplies,7.3
578,CA-2018-118640,2018-07-20,Std Class,CS-11950,60610,OFF-ST-10002974,Office Supplies,Storage,69.712
579,CA-2018-118640,2018-07-20,Std Class,CS-11950,60610,FUR-FU-10001475,Furniture,Furnishings,8.792
580,CA-2016-132906,2016-10-09,Std Class,CC-12145,90004,OFF-SU-10004498,Office Supplies,Supplies,51.52
581,CA-2018-145233,2018-01-12,Std Class,DV-13465,80219,TEC-PH-10004977,Technology,Phones,470.376
582,CA-2018-145233,2018-01-12,Std Class,DV-13465,80219,TEC-PH-10000586,Technology,Phones,105.584
583,CA-2018-145233,2018-01-12,Std Class,DV-13465,80219,OFF-AP-10000358,Office Supplies,Appliances,31.152
584,CA-2018-145233,2018-01-12,Std Class,DV-13465,80219,OFF-BI-10002764,Office Supplies,Binders,6.783
585,CA-2018-145233,2018-01-12,Std Class,DV-13465,80219,TEC-PH-10001254,Technology,Phones,406.368
586,CA-2016-128139,2016-03-07,Std Class,BD-11725,40475,FUR-CH-10003956,Furniture,Chairs,70.98
587,CA-2016-128139,2016-03-07,Std Class,BD-11725,40475,OFF-LA-10003930,Office Supplies,Labels,294.93
588,US-2017-156986,2017-03-20,Std Class,ZC-21910,97301,TEC-PH-10003800,Technology,Phones,84.784
589,US-2017-156986,2017-03-20,Std Class,ZC-21910,97301,OFF-PA-10002005,Office Supplies,Paper,20.736
590,US-2017-156986,2017-03-20,Std Class,ZC-21910,97301,OFF-BI-10002498,Office Supplies,Binders,16.821
591,US-2017-156986,2017-03-20,Std Class,ZC-21910,97301,OFF-PA-10004101,Office Supplies,Paper,10.368
592,CA-2015-135405,2015-09-01,Std Class,MS-17830,78041,OFF-AR-10004078,Office Supplies,Art,9.344
593,CA-2015-135405,2015-09-01,Std Class,MS-17830,78041,TEC-AC-10001266,Technology,Accessories,31.2
594,CA-2015-131450,2015-08-08,Std Class,LR-16915,92024,OFF-AP-10004708,Office Supplies,Appliances,76.12
595,CA-2015-131450,2015-08-08,Std Class,LR-16915,92024,TEC-CO-10004115,Technology,Copiers,1199.976
596,CA-2015-131450,2015-08-08,Std Class,LR-16915,92024,TEC-PH-10002398,Technology,Phones,445.96
597,CA-2015-131450,2015-08-08,Std Class,LR-16915,92024,FUR-FU-10001979,Furniture,Furnishings,327.76
598,CA-2017-120180,2017-07-14,1st Class,TP-21130,19134,OFF-SU-10004115,Office Supplies,Supplies,11.632
599,US-2017-100720,2017-07-16,Std Class,CK-12205,19120,TEC-PH-10001425,Technology,Phones,143.982
600,US-2017-100720,2017-07-16,Std Class,CK-12205,19120,TEC-PH-10003963,Technology,Phones,494.376
601,US-2017-100720,2017-07-16,Std Class,CK-12205,19120,OFF-SU-10001574,Office Supplies,Supplies,5.84
602,CA-2015-149958,2015-03-15,Std Class,AS-10240,33614,OFF-ST-10001490,Office Supplies,Storage,142.776
603,CA-2015-149958,2015-03-15,Std Class,AS-10240,33614,FUR-FU-10001756,Furniture,Furnishings,45.696
604,CA-2015-149958,2015-03-15,Std Class,AS-10240,33614,OFF-BI-10000773,Office Supplies,Binders,7.218
605,CA-2015-149958,2015-03-15,Std Class,AS-10240,33614,OFF-BI-10001543,Office Supplies,Binders,43.188
606,CA-2015-149958,2015-03-15,Std Class,AS-10240,33614,OFF-PA-10002120,Office Supplies,Paper,131.904
607,US-2015-105767,2015-05-23,Std Class,AR-10510,19134,OFF-BI-10000848,Office Supplies,Binders,3.282
608,US-2015-105767,2015-05-23,Std Class,AR-10510,19134,OFF-AR-10001246,Office Supplies,Art,21.168
609,US-2015-105767,2015-05-23,Std Class,AR-10510,19134,TEC-PH-10003092,Technology,Phones,55.188
610,CA-2017-161816,2017-04-28,1st Class,NB-18655,75217,TEC-PH-10003012,Technology,Phones,369.576
611,CA-2017-161816,2017-04-28,1st Class,NB-18655,75217,OFF-LA-10004345,Office Supplies,Labels,15.712
612,CA-2017-121223,2017-11-09,2nd Class,GD-14590,19143,OFF-PA-10001204,Office Supplies,Paper,8.448
613,CA-2017-121223,2017-11-09,2nd Class,GD-14590,19143,TEC-PH-10004667,Technology,Phones,728.946
614,CA-2018-138611,2018-11-14,2nd Class,CK-12595,43123,TEC-PH-10000011,Technology,Phones,119.94
615,CA-2018-138611,2018-11-14,2nd Class,CK-12595,43123,OFF-BI-10002949,Office Supplies,Binders,3.648
616,CA-2018-117947,2018-08-18,2nd Class,NG-18355,10011,FUR-FU-10003849,Furniture,Furnishings,40.48
617,CA-2018-117947,2018-08-18,2nd Class,NG-18355,10011,FUR-FU-10000010,Furniture,Furnishings,9.94
618,CA-2018-117947,2018-08-18,2nd Class,NG-18355,10011,OFF-BI-10002824,Office Supplies,Binders,107.424
619,CA-2018-117947,2018-08-18,2nd Class,NG-18355,10011,TEC-PH-10002538,Technology,Phones,37.91
620,CA-2018-117947,2018-08-18,2nd Class,NG-18355,10011,FUR-FU-10000521,Furniture,Furnishings,88.02
621,US-2015-111171,2015-12-26,Std Class,CA-12265,60610,OFF-BI-10002103,Office Supplies,Binders,8.69
622,CA-2016-138009,2016-11-29,Std Class,SF-20965,48126,FUR-CH-10004853,Furniture,Chairs,301.96
623,CA-2016-138009,2016-11-29,Std Class,SF-20965,48126,OFF-AP-10000179,Office Supplies,Appliances,555.21
624,CA-2016-138009,2016-11-29,Std Class,SF-20965,48126,OFF-ST-10001272,Office Supplies,Storage,523.48
625,CA-2016-138009,2016-11-29,Std Class,SF-20965,48126,OFF-AR-10004042,Office Supplies,Art,161.82
626,CA-2018-163020,2018-09-15,Std Class,MO-17800,10009,FUR-FU-10000221,Furniture,Furnishings,35.56
627,CA-2018-153787,2018-05-19,Std Class,AT-10735,98115,OFF-AP-10001563,Office Supplies,Appliances,97.16
628,CA-2018-133431,2018-12-17,Std Class,LC-17140,94122,OFF-BI-10000605,Office Supplies,Binders,15.24
629,CA-2018-133431,2018-12-17,Std Class,LC-17140,94122,OFF-PA-10002615,Office Supplies,Paper,13.23
630,US-2017-135720,2017-11-12,2nd Class,FM-14380,80013,OFF-ST-10001963,Office Supplies,Storage,243.384
631,US-2017-135720,2017-11-12,2nd Class,FM-14380,80013,TEC-AC-10001267,Technology,Accessories,119.8
632,US-2017-135720,2017-11-12,2nd Class,FM-14380,80013,TEC-PH-10002103,Technology,Phones,300.768
633,CA-2018-144694,2018-09-24,2nd Class,BD-11605,33180,TEC-AC-10002857,Technology,Accessories,17.88
634,CA-2018-144694,2018-09-24,2nd Class,BD-11605,33180,OFF-LA-10003930,Office Supplies,Labels,235.944
635,CA-2016-168004,2016-04-10,2nd Class,DJ-13420,31088,FUR-CH-10001482,Furniture,Chairs,392.94
636,US-2017-123470,2017-08-15,Std Class,ME-17725,80013,OFF-BI-10001989,Office Supplies,Binders,18.882
637,US-2017-123470,2017-08-15,Std Class,ME-17725,80013,OFF-AP-10003287,Office Supplies,Appliances,122.328
638,CA-2017-115917,2017-05-20,Std Class,RB-19465,94591,FUR-FU-10000576,Furniture,Furnishings,1049.2
639,CA-2017-115917,2017-05-20,Std Class,RB-19465,94591,OFF-BI-10004728,Office Supplies,Binders,15.424
640,CA-2017-147067,2017-12-18,Std Class,JD-16150,55407,FUR-FU-10000732,Furniture,Furnishings,18.84
641,CA-2018-167913,2018-07-30,2nd Class,JL-15835,92691,OFF-ST-10000585,Office Supplies,Storage,330.4
642,CA-2018-167913,2018-07-30,2nd Class,JL-15835,92691,OFF-LA-10002787,Office Supplies,Labels,26.25
643,CA-2018-106103,2018-10-06,Std Class,SC-20305,48307,TEC-AC-10003832,Technology,Accessories,132.52
644,US-2018-127719,2018-07-21,Std Class,TW-21025,7060,OFF-PA-10001934,Office Supplies,Paper,6.48
645,CA-2018-126221,2018-12-30,Std Class,CC-12430,47201,OFF-AP-10002457,Office Supplies,Appliances,209.3
646,CA-2017-103947,2017-01-04,Std Class,BB-10990,85635,OFF-FA-10003112,Office Supplies,Fasteners,31.56
647,CA-2017-103947,2017-01-04,Std Class,BB-10990,85635,OFF-AP-10002350,Office Supplies,Appliances,30.144
648,CA-2017-160745,2017-11-12,2nd Class,AR-10825,98661,FUR-FU-10001935,Furniture,Furnishings,14.8
649,CA-2017-160745,2017-11-12,2nd Class,AR-10825,98661,TEC-PH-10003273,Technology,Phones,302.376
650,CA-2017-160745,2017-11-12,2nd Class,AR-10825,98661,TEC-AC-10001142,Technology,Accessories,316.0
651,CA-2017-132661,2017-10-23,Std Class,SR-20740,10024,OFF-PA-10000482,Office Supplies,Paper,379.4
652,CA-2018-140844,2018-06-19,Std Class,AR-10405,10035,OFF-PA-10003892,Office Supplies,Paper,97.82
653,CA-2018-140844,2018-06-19,Std Class,AR-10405,10035,TEC-AC-10001101,Technology,Accessories,103.12
654,CA-2017-137239,2017-08-22,Std Class,CR-12730,43229,OFF-AP-10002439,Office Supplies,Appliances,113.552
655,CA-2017-137239,2017-08-22,Std Class,CR-12730,43229,OFF-BI-10002827,Office Supplies,Binders,3.318
656,CA-2017-137239,2017-08-22,Std Class,CR-12730,43229,OFF-EN-10002230,Office Supplies,Envelopes,134.288
657,US-2017-156097,2017-09-19,Same Day,EH-14125,60505,FUR-CH-10001215,Furniture,Chairs,701.372
658,US-2017-156097,2017-09-19,Same Day,EH-14125,60505,OFF-BI-10004654,Office Supplies,Binders,2.308
659,CA-2016-146563,2016-08-24,Std Class,CB-12025,76017,OFF-ST-10001490,Office Supplies,Storage,999.432
660,CA-2016-146563,2016-08-24,Std Class,CB-12025,76017,OFF-ST-10001511,Office Supplies,Storage,724.08
661,CA-2016-146563,2016-08-24,Std Class,CB-12025,76017,FUR-TA-10001768,Furniture,Tables,918.785
662,CA-2016-146563,2016-08-24,Std Class,CB-12025,76017,OFF-BI-10003981,Office Supplies,Binders,2.724
663,CA-2017-123666,2017-03-26,Std Class,SP-20545,10011,OFF-ST-10001522,Office Supplies,Storage,459.95
664,CA-2017-143308,2017-04-11,Same Day,RC-19825,40214,OFF-FA-10000621,Office Supplies,Fasteners,10.74
665,CA-2018-132682,2018-08-06,2nd Class,TH-21235,75081,OFF-SU-10004231,Office Supplies,Supplies,23.76
666,CA-2018-132682,2018-08-06,2nd Class,TH-21235,75081,OFF-PA-10000474,Office Supplies,Paper,85.056
667,CA-2018-132682,2018-08-06,2nd Class,TH-21235,75081,TEC-PH-10004042,Technology,Phones,381.576
668,CA-2015-156314,2015-12-24,1st Class,RP-19390,44105,FUR-FU-10003096,Furniture,Furnishings,30.36
669,US-2018-106663,2018-09-06,Std Class,MO-17800,60653,FUR-FU-10002759,Furniture,Furnishings,23.976
670,US-2018-106663,2018-09-06,Std Class,MO-17800,60653,FUR-TA-10000688,Furniture,Tables,108.925
671,US-2018-106663,2018-09-06,Std Class,MO-17800,60653,OFF-PA-10002377,Office Supplies,Paper,36.352
672,CA-2018-111178,2018-06-15,Std Class,TD-20995,62301,OFF-AR-10001954,Office Supplies,Art,19.56
673,CA-2018-130351,2018-05-12,1st Class,RB-19570,47201,OFF-AP-10004532,Office Supplies,Appliances,61.44
674,CA-2018-130351,2018-05-12,1st Class,RB-19570,47201,OFF-PA-10002137,Office Supplies,Paper,38.9
675,CA-2018-130351,2018-05-12,1st Class,RB-19570,47201,TEC-AC-10003832,Technology,Accessories,99.39
676,US-2018-119438,2018-03-18,Std Class,CD-11980,75701,OFF-AP-10000804,Office Supplies,Appliances,2.688
677,US-2018-119438,2018-03-18,Std Class,CD-11980,75701,TEC-AC-10003614,Technology,Accessories,27.816
678,US-2018-119438,2018-03-18,Std Class,CD-11980,75701,FUR-FU-10003553,Furniture,Furnishings,82.524
679,US-2018-119438,2018-03-18,Std Class,CD-11980,75701,OFF-BI-10004632,Office Supplies,Binders,182.994
680,CA-2017-164511,2017-11-19,Std Class,DJ-13630,10024,OFF-BI-10003305,Office Supplies,Binders,14.352
681,CA-2017-164511,2017-11-19,Std Class,DJ-13630,10024,OFF-ST-10002583,Office Supplies,Storage,64.96
682,CA-2017-164511,2017-11-19,Std Class,DJ-13630,10024,OFF-ST-10004507,Office Supplies,Storage,68.6
683,US-2018-168116,2018-04-11,Same Day,GT-14635,27217,TEC-MA-10004125,Technology,Machines,7999.98
684,US-2018-168116,2018-04-11,Same Day,GT-14635,27217,OFF-AP-10002457,Office Supplies,Appliances,167.44
685,CA-2015-157784,2015-05-07,1st Class,MC-17845,39212,TEC-AC-10003911,Technology,Accessories,479.97
686,CA-2015-157784,2015-05-07,1st Class,MC-17845,39212,OFF-LA-10001934,Office Supplies,Labels,14.62
687,CA-2015-157784,2015-05-07,1st Class,MC-17845,39212,OFF-PA-10000304,Office Supplies,Paper,19.44
688,CA-2018-161480,2018-12-25,Std Class,RA-19285,10035,FUR-BO-10004015,Furniture,Bookcases,191.984
689,US-2015-117135,2015-06-21,2nd Class,NP-18325,22980,FUR-FU-10004071,Furniture,Furnishings,104.01
690,US-2015-117135,2015-06-21,2nd Class,NP-18325,22980,TEC-PH-10002033,Technology,Phones,284.82
691,US-2015-117135,2015-06-21,2nd Class,NP-18325,22980,OFF-ST-10002444,Office Supplies,Storage,36.84
692,CA-2016-131534,2016-03-28,Std Class,AB-10165,90036,TEC-AC-10002253,Technology,Accessories,166.24
693,CA-2016-131534,2016-03-28,Std Class,AB-10165,90036,OFF-PA-10000743,Office Supplies,Paper,33.4
694,CA-2016-119291,2016-05-14,1st Class,JO-15550,19013,OFF-AR-10003373,Office Supplies,Art,198.272
695,CA-2016-119291,2016-05-14,1st Class,JO-15550,19013,OFF-LA-10002312,Office Supplies,Labels,47.36
696,CA-2016-119291,2016-05-14,1st Class,JO-15550,19013,OFF-EN-10000927,Office Supplies,Envelopes,200.984
697,CA-2016-119291,2016-05-14,1st Class,JO-15550,19013,OFF-LA-10003510,Office Supplies,Labels,97.696
698,CA-2016-119291,2016-05-14,1st Class,JO-15550,19013,OFF-AR-10001118,Office Supplies,Art,2.696
699,CA-2016-119291,2016-05-14,1st Class,JO-15550,19013,OFF-BI-10001575,Office Supplies,Binders,18.588
700,CA-2016-119291,2016-05-14,1st Class,JO-15550,19013,OFF-BI-10001982,Office Supplies,Binders,4.896
701,CA-2018-114552,2018-02-09,Std Class,Dl-13600,44105,FUR-FU-10002960,Furniture,Furnishings,15.072
702,CA-2017-163755,2017-04-11,2nd Class,AS-10285,98103,FUR-FU-10003394,Furniture,Furnishings,209.88
703,CA-2016-142027,2016-09-04,Std Class,JK-15370,90805,FUR-TA-10002774,Furniture,Tables,369.912
704,CA-2015-138527,2015-12-09,Std Class,BN-11470,27511,OFF-PA-10001800,Office Supplies,Paper,10.368
705,CA-2015-138527,2015-12-09,Std Class,BN-11470,27511,OFF-AP-10001469,Office Supplies,Appliances,166.84
706,CA-2015-138527,2015-12-09,Std Class,BN-11470,27511,TEC-AC-10002399,Technology,Accessories,15.216
707,CA-2015-112158,2015-02-12,1st Class,DP-13165,10035,TEC-AC-10003628,Technology,Accessories,119.96
708,CA-2015-112158,2015-02-12,1st Class,DP-13165,10035,FUR-BO-10003272,Furniture,Bookcases,883.92
709,CA-2015-112158,2015-02-12,1st Class,DP-13165,10035,OFF-BI-10000050,Office Supplies,Binders,46.72
710,CA-2015-113887,2015-05-04,1st Class,TH-21550,10035,OFF-PA-10004071,Office Supplies,Paper,55.48
711,CA-2018-146136,2018-03-09,Std Class,AP-10915,32137,OFF-EN-10001219,Office Supplies,Envelopes,24.448
712,US-2018-100048,2018-05-19,Std Class,RS-19765,10550,OFF-AP-10001154,Office Supplies,Appliances,281.34
713,US-2018-100048,2018-05-19,Std Class,RS-19765,10550,TEC-PH-10003012,Technology,Phones,307.98
714,US-2018-100048,2018-05-19,Std Class,RS-19765,10550,TEC-AC-10001606,Technology,Accessories,299.97
715,CA-2015-153150,2015-01-07,2nd Class,Dl-13600,98105,OFF-BI-10003355,Office Supplies,Binders,19.92
716,CA-2015-130092,2015-11-01,1st Class,SV-20365,19901,FUR-FU-10000010,Furniture,Furnishings,9.94
717,CA-2018-108910,2018-09-24,Std Class,KC-16540,43055,FUR-FU-10002253,Furniture,Furnishings,103.056
718,CA-2015-104472,2015-02-06,Std Class,CK-12325,84057,OFF-BI-10001658,Office Supplies,Binders,59.808
719,CA-2015-104472,2015-02-06,Std Class,CK-12325,84057,FUR-FU-10000246,Furniture,Furnishings,73.32
720,CA-2017-112942,2017-02-13,Std Class,RD-19810,90045,OFF-PA-10004092,Office Supplies,Paper,146.82
721,CA-2017-142335,2017-12-15,Std Class,MP-17965,48205,FUR-TA-10000198,Furniture,Tables,1652.94
722,CA-2017-142335,2017-12-15,Std Class,MP-17965,48205,OFF-ST-10000036,Office Supplies,Storage,296.37
723,CA-2015-117429,2015-07-10,Std Class,MR-17545,19140,FUR-FU-10000222,Furniture,Furnishings,129.92
724,CA-2017-114713,2017-07-07,Std Class,SC-20695,33012,OFF-SU-10004664,Office Supplies,Supplies,45.584
725,CA-2018-144113,2018-09-16,Std Class,JF-15355,78745,OFF-EN-10001141,Office Supplies,Envelopes,17.568
726,CA-2018-144113,2018-09-16,Std Class,JF-15355,78745,TEC-PH-10002170,Technology,Phones,55.992
727,US-2017-150861,2017-03-12,1st Class,EG-13900,11572,OFF-PA-10001954,Office Supplies,Paper,182.72
728,US-2017-150861,2017-03-12,1st Class,EG-13900,11572,FUR-TA-10002228,Furniture,Tables,400.032
729,US-2017-150861,2017-03-12,1st Class,EG-13900,11572,OFF-ST-10004634,Office Supplies,Storage,33.63
730,US-2017-150861,2017-03-12,1st Class,EG-13900,11572,FUR-CH-10002965,Furniture,Chairs,542.646
731,US-2017-150861,2017-03-12,1st Class,EG-13900,11572,OFF-LA-10001317,Office Supplies,Labels,6.3
732,CA-2018-131954,2018-01-21,Std Class,DS-13030,98115,OFF-ST-10000736,Office Supplies,Storage,242.94
733,CA-2018-131954,2018-01-21,Std Class,DS-13030,98115,TEC-AC-10003610,Technology,Accessories,179.97
734,CA-2018-131954,2018-01-21,Std Class,DS-13030,98115,OFF-BI-10003982,Office Supplies,Binders,99.696
735,CA-2018-131954,2018-01-21,Std Class,DS-13030,98115,OFF-BI-10003291,Office Supplies,Binders,27.936
736,CA-2018-131954,2018-01-21,Std Class,DS-13030,98115,FUR-BO-10001619,Furniture,Bookcases,84.98
737,CA-2018-131954,2018-01-21,Std Class,DS-13030,98115,OFF-BI-10000138,Office Supplies,Binders,18.72
738,CA-2015-132500,2015-08-09,Std Class,GZ-14470,94110,TEC-AC-10001383,Technology,Accessories,49.98
739,CA-2015-112326,2015-04-01,Std Class,PO-19195,60540,OFF-LA-10003223,Office Supplies,Labels,11.784
740,CA-2015-112326,2015-04-01,Std Class,PO-19195,60540,OFF-ST-10002743,Office Supplies,Storage,272.736
741,CA-2015-112326,2015-04-01,Std Class,PO-19195,60540,OFF-BI-10004094,Office Supplies,Binders,3.54
742,US-2017-146710,2017-08-27,Std Class,SS-20875,75220,OFF-SU-10004498,Office Supplies,Supplies,51.52
743,US-2017-146710,2017-08-27,Std Class,SS-20875,75220,OFF-PA-10002615,Office Supplies,Paper,3.528
744,US-2017-146710,2017-08-27,Std Class,SS-20875,75220,OFF-PA-10004971,Office Supplies,Paper,4.624
745,US-2017-146710,2017-08-27,Std Class,SS-20875,75220,OFF-SU-10004261,Office Supplies,Supplies,55.168
746,CA-2015-124429,2015-05-27,Same Day,MH-17785,92105,FUR-TA-10002607,Furniture,Tables,567.12
747,CA-2015-124429,2015-05-27,Same Day,MH-17785,92105,OFF-ST-10001809,Office Supplies,Storage,359.32
748,CA-2017-150889,2017-03-20,2nd Class,PB-19105,60201,TEC-PH-10000004,Technology,Phones,11.992
749,CA-2018-126074,2018-02-10,Std Class,RF-19735,48183,OFF-BI-10003638,Office Supplies,Binders,58.05
750,CA-2018-126074,2018-02-10,Std Class,RF-19735,48183,FUR-FU-10003577,Furniture,Furnishings,157.74
751,CA-2018-126074,2018-02-10,Std Class,RF-19735,48183,OFF-AR-10003478,Office Supplies,Art,56.98
752,CA-2018-126074,2018-02-10,Std Class,RF-19735,48183,OFF-BI-10000546,Office Supplies,Binders,2.88
753,CA-2017-110499,2017-07-04,1st Class,YC-21895,94110,TEC-CO-10002095,Technology,Copiers,1199.976
754,CA-2016-135272,2016-07-12,Std Class,MS-17830,90036,FUR-FU-10002759,Furniture,Furnishings,79.92
755,CA-2017-140928,2017-09-18,Std Class,NB-18655,32216,FUR-TA-10001095,Furniture,Tables,383.438
756,CA-2015-106803,2015-12-29,Std Class,DC-13285,55016,OFF-ST-10002444,Office Supplies,Storage,24.56
757,CA-2015-106803,2015-12-29,Std Class,DC-13285,55016,TEC-AC-10001267,Technology,Accessories,119.8
758,CA-2018-117240,2018-07-23,Std Class,CP-12340,10009,OFF-BI-10000848,Office Supplies,Binders,13.128
759,CA-2018-133333,2018-09-18,Std Class,BF-11020,54302,OFF-PA-10002377,Office Supplies,Paper,22.72
760,CA-2016-112319,2016-08-31,Std Class,AR-10510,90004,OFF-PA-10003441,Office Supplies,Paper,58.32
761,CA-2018-126046,2018-03-11,Std Class,JC-16105,30318,OFF-LA-10004484,Office Supplies,Labels,12.39
762,CA-2016-114923,2016-08-02,Std Class,LH-17020,43229,TEC-PH-10003931,Technology,Phones,107.982
763,CA-2015-162775,2015-01-13,2nd Class,CS-12250,71111,OFF-EN-10001990,Office Supplies,Envelopes,11.36
764,CA-2015-162775,2015-01-13,2nd Class,CS-12250,71111,OFF-EN-10001532,Office Supplies,Envelopes,50.94
765,CA-2015-162775,2015-01-13,2nd Class,CS-12250,71111,TEC-AC-10003174,Technology,Accessories,646.74
766,CA-2015-162775,2015-01-13,2nd Class,CS-12250,71111,OFF-BI-10004187,Office Supplies,Binders,5.64
767,CA-2015-162775,2015-01-13,2nd Class,CS-12250,71111,OFF-ST-10000025,Office Supplies,Storage,572.58
768,CA-2015-106810,2015-05-14,Std Class,AJ-10795,33710,FUR-FU-10004306,Furniture,Furnishings,310.88
